City,,Day_of_Week,Ride_Distance_KM,Ride_Type,Weather,Available_Drivers,Demand_Level,Hour_of_Day,Is_Weekend,Ride_Priority,Time_of_Day,Surge_Multiplier
Hồ Chí Minh,,0,10.3,Ô Tô 4 Chỗ,Nắng,0.42805,0.491235,4,0,97.43,Cao điểm Sáng,1.24
Hồ Chí Minh,,0,8.9,Xe ViP,Mưa Bão,0.30332,0.642448,16,0,97.3,Cao điểm Tối,2.47
Hải Phòng,,3,10.13,Xe ViP,Nắng,0.840226,0.901635,16,0,87.55,Đêm,1.09
Hồ Chí Minh,,3,1.42,Xe ViP,Mưa Bão,0.998768,0.797277,21,0,94.56,Cao điểm Tối,1.79
Hải Phòng,,0,10.29,Xe Máy,Nắng,0.441937,0.62896,11,0,85.69,Cao điểm Tối,1.64
Cần Thơ,,4,4.88,Ô Tô 4 Chỗ,Nhiều Mây,0.465283,0.993253,18,0,95.74,Đêm,1.79
Đà Nẵng,,3,0.54,Xe Máy,Mưa Bão,0.430657,0.463507,1,0,88.37,Cao điểm Tối,2.37
Hồ Chí Minh,,0,13.65,Ô Tô 4 Chỗ,Nhiều Mây,0.813984,0.719233,0,0,91.15,Cao điểm Sáng,1.35
Hà Nội,,0,11.29,Xe Máy,Nhiều Mây,0.712872,0.760344,7,0,94.01,Chiều,1.07
Cần Thơ,,3,5.41,Ô Tô 4 Chỗ,Mưa,0.364082,0.861264,21,0,86.93,Cao điểm Tối,2.71
Cần Thơ,,6,8.75,Ô Tô 4 Chỗ,Mưa,0.524065,0.525618,1,1,96.35,Chiều,1.24
Đà Nẵng,,6,15.67,Ô Tô 4 Chỗ,Nắng,0.534107,0.710639,2,1,96.16,Cao điểm Sáng,1.38
Đà Nẵng,,6,8.45,Xe Máy,Mưa,0.963701,0.957174,0,1,91.89,Cao điểm Sáng,2.24
Hải Phòng,,6,3.9,Ô Tô 4 Chỗ,Mưa Bão,0.708872,0.427072,2,1,91.4,Cao điểm Tối,1.84
Hà Nội,,4,10.99,Ô Tô 4 Chỗ,Mưa,0.788859,0.486451,19,0,90,Cao điểm Sáng,2.2
Hồ Chí Minh,,5,14.58,Ô Tô 4 Chỗ,Mưa Bão,0.496105,0.421484,6,1,90.12,Cao điểm Sáng,1.7
Hà Nội,,3,4.97,Xe Máy,Nắng,0.574679,0.450398,14,0,92.9,Đêm,1
Hà Nội,,1,8.86,Ô Tô 4 Chỗ,Nắng,0.808944,0.832247,2,0,96.99,Chiều,1.03
Hồ Chí Minh,,2,18.11,Xe Máy,Mưa Bão,0.871617,0.716169,15,0,98.18,Đêm,1.36
Hồ Chí Minh,,4,18.17,Xe Máy,Nhiều Mây,0.45461,0.691274,0,0,92.8,Cao điểm Sáng,1.55
Hải Phòng,,6,5.71,Ô Tô 4 Chỗ,Mưa Bão,0.784101,0.501539,4,1,91.55,Đêm,1.37
Hồ Chí Minh,,3,9.61,Xe Máy,Nhiều Mây,0.535561,0.488623,17,0,88.05,Đêm,1
Hà Nội,,1,2.05,Xe Máy,Mưa Bão,0.715732,0.999085,1,0,95.51,Cao điểm Tối,2.64
Hải Phòng,,1,8.43,Xe ViP,Nhiều Mây,0.718688,0.49424,22,0,93.48,Chiều,1
Đà Nẵng,,6,16.92,Xe ViP,Nhiều Mây,0.871608,0.694714,17,1,89.57,Đêm,1
Đà Nẵng,,4,19.09,Ô Tô 4 Chỗ,Nắng,0.414419,0.403005,22,0,85.36,Cao điểm Tối,1.24
Hải Phòng,,0,15.6,Xe ViP,Nhiều Mây,0.470477,0.680521,22,0,85.9,Đêm,1.32
Hà Nội,,1,3.67,Xe ViP,Mưa Bão,0.878801,0.514831,3,0,94.53,Cao điểm Sáng,1.95
Hải Phòng,,6,4.07,Xe ViP,Mưa,0.699402,0.513074,13,1,93.62,Cao điểm Sáng,1.69
Cần Thơ,,6,16.58,Ô Tô 4 Chỗ,Nhiều Mây,0.76307,0.568475,8,1,95.65,Cao điểm Sáng,1.26
Đà Nẵng,,6,16.43,Xe ViP,Mưa,0.569272,0.536758,23,1,86.13,Cao điểm Tối,2.4
Cần Thơ,,2,2.93,Ô Tô 4 Chỗ,Nắng,0.409575,0.599332,4,0,91.75,Đêm,1.28
Đà Nẵng,,2,12.84,Xe Máy,Nhiều Mây,0.94887,0.671106,3,0,87.55,Cao điểm Tối,1.3
Hồ Chí Minh,,3,11.46,Xe ViP,Mưa Bão,0.591429,0.883412,20,0,96.44,Cao điểm Sáng,2.8
Đà Nẵng,,5,10.55,Xe Máy,Nắng,0.43491,0.739117,19,1,95.79,Đêm,1.21
Hải Phòng,,3,3.05,Xe ViP,Mưa Bão,0.32016,0.633312,0,0,89.12,Cao điểm Sáng,2.07
Hải Phòng,,3,12.03,Xe ViP,Mưa,0.210909,0.735489,6,0,88.16,Cao điểm Sáng,3.22
Hải Phòng,,3,12.51,Xe Máy,Mưa Bão,0.590768,0.798653,6,0,86.38,Đêm,1.67
Hà Nội,,1,11.92,Xe ViP,Nhiều Mây,0.807638,0.533495,3,0,88.03,Đêm,1
Đà Nẵng,,0,12.58,Xe ViP,Mưa Bão,0.611333,0.935843,0,0,86.11,Cao điểm Tối,2.83
Đà Nẵng,,3,18.95,Ô Tô 4 Chỗ,Nắng,0.587873,0.882858,16,0,94.35,Chiều,1.44
Hải Phòng,,5,19.52,Xe ViP,Mưa Bão,0.616445,0.544948,15,1,93.06,Cao điểm Sáng,1.83
Cần Thơ,,1,8.74,Ô Tô 4 Chỗ,Mưa Bão,0.862614,0.644022,0,0,86.98,Chiều,1.16
Cần Thơ,,0,7.41,Xe ViP,Nắng,0.895693,0.635038,3,0,94.44,Chiều,1
Hải Phòng,,3,8.96,Ô Tô 4 Chỗ,Nhiều Mây,0.727511,0.498775,16,0,88.4,Cao điểm Sáng,1.3
Cần Thơ,,3,3.72,Xe Máy,Mưa,0.684132,0.437215,23,0,93.04,Chiều,1.38
Hồ Chí Minh,,6,19.29,Xe ViP,Nhiều Mây,0.200407,0.487385,17,1,86.51,Cao điểm Sáng,1.7
Cần Thơ,,1,17.35,Xe Máy,Nhiều Mây,0.508802,0.850253,10,0,89.94,Cao điểm Tối,1.66
Cần Thơ,,6,17.96,Ô Tô 4 Chỗ,Nắng,0.871869,0.726381,10,1,90.73,Cao điểm Sáng,1.19
Hồ Chí Minh,,4,0.83,Ô Tô 4 Chỗ,Mưa Bão,0.631322,0.732488,12,0,93.67,Cao điểm Sáng,2.14
Hải Phòng,,0,2.75,Xe Máy,Nhiều Mây,0.299252,0.849426,1,0,87.8,Cao điểm Sáng,2.19
Hải Phòng,,1,3.71,Ô Tô 4 Chỗ,Mưa Bão,0.398114,0.719647,1,0,90.82,Đêm,1.79
Hải Phòng,,6,19.04,Xe ViP,Mưa,0.818101,0.457314,11,1,90.62,Cao điểm Tối,2.19
Hà Nội,,4,9.91,Xe Máy,Mưa Bão,0.932967,0.400966,7,0,94.68,Cao điểm Sáng,1.84
Hồ Chí Minh,,2,4.63,Ô Tô 4 Chỗ,Nắng,0.225636,0.758201,1,0,95.2,Đêm,1.8
Cần Thơ,,6,9.19,Xe Máy,Mưa Bão,0.382573,0.881367,22,1,97.06,Cao điểm Sáng,3.13
Hà Nội,,1,10,Xe ViP,Mưa Bão,0.633147,0.846484,2,0,92.26,Cao điểm Sáng,2.29
Hải Phòng,,0,8.46,Ô Tô 4 Chỗ,Nắng,0.735729,0.818324,8,0,90.11,Cao điểm Tối,1.4
Hồ Chí Minh,,5,18.91,Ô Tô 4 Chỗ,Mưa Bão,0.691574,0.643584,11,1,87.5,Cao điểm Sáng,2.38
Cần Thơ,,5,13.73,Xe ViP,Nhiều Mây,0.632609,0.861609,18,1,84.28,Chiều,1.05
Hồ Chí Minh,,6,1.52,Xe ViP,Nắng,0.541657,0.60682,19,1,85.07,Chiều,1.1
Cần Thơ,,6,6.19,Xe Máy,Nhiều Mây,0.337438,0.977848,2,1,92.66,Đêm,1.8
Hồ Chí Minh,,3,1.86,Xe ViP,Nhiều Mây,0.70553,0.588953,11,0,90.63,Đêm,1
Hồ Chí Minh,,6,2.11,Xe ViP,Nắng,0.499682,0.745923,21,1,93.21,Cao điểm Tối,1.72
Hà Nội,,6,11.87,Ô Tô 4 Chỗ,Nhiều Mây,0.222506,0.666857,9,1,98.06,Cao điểm Sáng,1.78
Đà Nẵng,,5,14.68,Xe ViP,Nhiều Mây,0.608228,0.409244,19,1,94.45,Chiều,1
Đà Nẵng,,0,7.79,Xe Máy,Nhiều Mây,0.686761,0.583465,2,0,84.97,Đêm,1
Hà Nội,,3,5.91,Xe ViP,Mưa Bão,0.90904,0.43546,10,0,98.55,Cao điểm Tối,1.72
Hồ Chí Minh,,6,19.18,Xe ViP,Mưa,0.808275,0.563611,18,1,91.97,Cao điểm Sáng,2.35
Hồ Chí Minh,,6,14.85,Xe Máy,Mưa Bão,0.830608,0.79764,22,1,91.94,Cao điểm Tối,2.45
Hồ Chí Minh,,1,4.04,Xe ViP,Mưa Bão,0.827377,0.921867,6,0,93.53,Chiều,1.38
Hà Nội,,3,14.35,Xe ViP,Mưa,0.784934,0.415882,0,0,83.31,Đêm,1.14
Hà Nội,,1,14.65,Xe Máy,Mưa Bão,0.38429,0.80332,12,0,89.39,Cao điểm Sáng,2.88
Cần Thơ,,3,19.86,Ô Tô 4 Chỗ,Mưa Bão,0.308471,0.92635,13,0,91.59,Chiều,2.15
Đà Nẵng,,0,7.84,Xe ViP,Nắng,0.322401,0.445975,21,0,96.15,Chiều,1.19
Cần Thơ,,0,11.61,Xe ViP,Nắng,0.833419,0.410341,1,0,88.15,Cao điểm Sáng,1.37
Hải Phòng,,1,15.27,Xe ViP,Mưa Bão,0.628621,0.983292,20,0,96.71,Cao điểm Sáng,2.34
Cần Thơ,,5,16.04,Ô Tô 4 Chỗ,Mưa Bão,0.998662,0.835922,15,1,93,Đêm,1.22
Hà Nội,,1,9.29,Xe ViP,Mưa,0.779389,0.98679,0,0,91.9,Chiều,1.57
Hải Phòng,,0,0.78,Xe ViP,Mưa Bão,0.562896,0.928452,16,0,88.55,Cao điểm Sáng,2.6
Đà Nẵng,,5,19.35,Ô Tô 4 Chỗ,Mưa Bão,0.278325,0.581949,15,1,97.79,Đêm,1.86
Đà Nẵng,,1,10.03,Xe ViP,Nắng,0.344124,0.581819,21,0,85.18,Cao điểm Sáng,1.62
Cần Thơ,,1,10.36,Xe ViP,Nhiều Mây,0.365051,0.532985,16,0,87.55,Cao điểm Tối,1.44
Hà Nội,,2,13.97,Ô Tô 4 Chỗ,Mưa Bão,0.321119,0.537035,17,0,83.64,Chiều,1.69
Đà Nẵng,,5,17.98,Xe Máy,Nhiều Mây,0.405922,0.917414,9,1,90.17,Cao điểm Tối,1.99
Cần Thơ,,6,12.01,Xe ViP,Mưa,0.536815,0.933489,22,1,88.78,Chiều,1.87
Cần Thơ,,6,19.04,Xe ViP,Mưa,0.36819,0.440711,21,1,86.76,Cao điểm Sáng,2.42
Cần Thơ,,6,15.3,Xe ViP,Nắng,0.357209,0.529753,8,1,88.41,Chiều,1.1
Cần Thơ,,0,6.2,Xe Máy,Mưa Bão,0.402869,0.775975,18,0,95.87,Cao điểm Tối,2.73
Đà Nẵng,,6,1.78,Xe ViP,Mưa Bão,0.293921,0.967488,4,1,91.78,Chiều,2.14
Đà Nẵng,,6,7.57,Ô Tô 4 Chỗ,Nắng,0.333006,0.887863,20,1,84.81,Đêm,1.79
Hải Phòng,,1,13.3,Xe Máy,Mưa,0.347233,0.60582,2,0,88.82,Cao điểm Sáng,2.25
Hồ Chí Minh,,2,11.88,Ô Tô 4 Chỗ,Mưa Bão,0.555163,0.435091,18,0,87.05,Cao điểm Tối,2.07
Hà Nội,,6,11.18,Xe ViP,Nhiều Mây,0.946898,0.930554,5,1,94.91,Cao điểm Sáng,1.17
Đà Nẵng,,6,3.76,Xe ViP,Nhiều Mây,0.327931,0.646575,1,1,90.22,Chiều,1.46
Đà Nẵng,,4,4.18,Xe Máy,Mưa Bão,0.386238,0.490979,13,0,96.87,Chiều,1.26
Đà Nẵng,,2,2.07,Ô Tô 4 Chỗ,Mưa Bão,0.569464,0.782809,7,0,95.46,Cao điểm Tối,2.04
Hải Phòng,,0,7.78,Ô Tô 4 Chỗ,Nhiều Mây,0.353874,0.894119,1,0,88.95,Đêm,1.81
Hồ Chí Minh,,3,17.58,Ô Tô 4 Chỗ,Nhiều Mây,0.890496,0.651461,4,0,93.15,Đêm,1
Hồ Chí Minh,,2,16.24,Xe ViP,Mưa Bão,0.393068,0.587234,18,0,95.59,Chiều,1.62
Hà Nội,,3,8.8,Ô Tô 4 Chỗ,Mưa,0.80559,0.714123,20,0,95.07,Chiều,1.28
Hà Nội,,2,3.57,Ô Tô 4 Chỗ,Mưa,0.449295,0.79268,23,0,92.38,Đêm,1.88
Hà Nội,,1,10.81,Ô Tô 4 Chỗ,Mưa Bão,0.979728,0.436964,7,0,96.56,Cao điểm Tối,1.79
Đà Nẵng,,6,2.37,Xe Máy,Nhiều Mây,0.580025,0.566016,23,1,89.63,Đêm,1
Cần Thơ,,5,9.86,Ô Tô 4 Chỗ,Mưa Bão,0.642056,0.418994,14,1,87.8,Đêm,1.13
Hải Phòng,,5,1.57,Xe Máy,Nhiều Mây,0.270881,0.970927,11,1,96.65,Cao điểm Sáng,1.96
Đà Nẵng,,2,5.47,Xe ViP,Nhiều Mây,0.418315,0.490137,9,0,98.38,Đêm,1.11
Hà Nội,,2,19.75,Ô Tô 4 Chỗ,Nắng,0.883601,0.888558,7,0,93.43,Cao điểm Tối,1.16
Hải Phòng,,2,5.5,Ô Tô 4 Chỗ,Mưa,0.430684,0.846507,1,0,90.85,Cao điểm Sáng,2.29
Cần Thơ,,4,15,Ô Tô 4 Chỗ,Mưa,0.551194,0.791262,1,0,89.48,Cao điểm Tối,2.39
Hồ Chí Minh,,3,17.83,Xe ViP,Nắng,0.643924,0.837441,13,0,95.33,Chiều,1.29
Hải Phòng,,4,6.38,Ô Tô 4 Chỗ,Mưa Bão,0.526963,0.948857,4,0,92.69,Cao điểm Tối,2.48
Đà Nẵng,,3,3.58,Xe ViP,Nhiều Mây,0.786303,0.532358,3,0,97.24,Cao điểm Sáng,1.16
Cần Thơ,,5,7.98,Xe ViP,Nhiều Mây,0.362378,0.742706,17,1,89.43,Cao điểm Sáng,1.69
Hải Phòng,,6,5.86,Xe ViP,Mưa Bão,0.668344,0.882943,12,1,91.96,Đêm,1.59
Đà Nẵng,,0,9.33,Xe ViP,Mưa Bão,0.460818,0.590467,0,0,90.59,Chiều,1.39
Hồ Chí Minh,,6,10.9,Xe ViP,Mưa,0.454002,0.695095,20,1,90.69,Chiều,1.47
Hà Nội,,2,8.95,Xe ViP,Nắng,0.252875,0.958935,3,0,86.75,Chiều,2.06
Cần Thơ,,5,12.57,Xe ViP,Mưa Bão,0.212182,0.887453,9,1,91.03,Cao điểm Tối,2.98
Hồ Chí Minh,,5,12.14,Xe ViP,Nắng,0.971206,0.753634,14,1,85.53,Đêm,1
Cần Thơ,,0,10.53,Ô Tô 4 Chỗ,Mưa,0.964956,0.813536,3,0,91.87,Cao điểm Tối,1.55
Hồ Chí Minh,,6,4.22,Xe Máy,Nắng,0.277227,0.538731,16,1,96.36,Cao điểm Tối,1.59
Hải Phòng,,4,9.37,Xe ViP,Nắng,0.218619,0.803883,19,0,85.68,Cao điểm Tối,2.01
Hồ Chí Minh,,4,4.55,Xe Máy,Mưa Bão,0.340683,0.677415,19,0,93.45,Chiều,1.67
Đà Nẵng,,6,4.33,Xe Máy,Nắng,0.735012,0.842318,0,1,89.32,Chiều,1.15
Hồ Chí Minh,,3,18.17,Xe Máy,Nắng,0.725354,0.638826,21,0,86.52,Đêm,1
Hồ Chí Minh,,2,11.09,Ô Tô 4 Chỗ,Nhiều Mây,0.388876,0.576638,7,0,87.17,Đêm,1.28
Hà Nội,,6,12.36,Ô Tô 4 Chỗ,Nhiều Mây,0.325642,0.8994,21,1,88.76,Cao điểm Sáng,2.11
Cần Thơ,,4,2.22,Xe Máy,Mưa,0.393644,0.940739,13,0,96.1,Cao điểm Tối,3.29
Cần Thơ,,2,7.43,Xe ViP,Mưa,0.685149,0.607767,13,0,95.82,Chiều,1.39
Đà Nẵng,,3,19.95,Ô Tô 4 Chỗ,Nắng,0.917477,0.555087,15,0,91.31,Đêm,1
Hồ Chí Minh,,5,2.69,Xe Máy,Mưa Bão,0.836953,0.493577,4,1,89.91,Cao điểm Sáng,1.51
Đà Nẵng,,5,2.4,Xe Máy,Nắng,0.781613,0.964953,21,1,89.26,Cao điểm Tối,1.42
Đà Nẵng,,2,1.09,Xe ViP,Mưa Bão,0.74729,0.413043,1,0,97.42,Cao điểm Sáng,2.27
Cần Thơ,,4,12.76,Xe Máy,Nhiều Mây,0.937754,0.939693,3,0,97.08,Cao điểm Tối,1.21
Hải Phòng,,5,18.86,Xe Máy,Nhiều Mây,0.315698,0.652291,23,1,87.21,Cao điểm Sáng,1.63
Hồ Chí Minh,,6,19.75,Xe Máy,Mưa,0.638205,0.514577,17,1,87.08,Cao điểm Tối,2.43
Hải Phòng,,0,19.06,Ô Tô 4 Chỗ,Nhiều Mây,0.696111,0.706492,5,0,95.5,Đêm,1.02
Hà Nội,,1,1.49,Ô Tô 4 Chỗ,Mưa,0.320252,0.449655,13,0,94.1,Cao điểm Tối,2.5
Hải Phòng,,2,8.52,Xe ViP,Nắng,0.550536,0.646956,12,0,89.7,Đêm,1.14
Cần Thơ,,4,6.78,Xe Máy,Nắng,0.830364,0.912527,2,0,87.56,Cao điểm Sáng,1.3
Hải Phòng,,5,2.36,Ô Tô 4 Chỗ,Mưa,0.42142,0.785635,7,1,84.17,Cao điểm Sáng,2.5
Hồ Chí Minh,,4,2.32,Ô Tô 4 Chỗ,Mưa Bão,0.631058,0.578135,12,0,99.27,Cao điểm Tối,1.51
Đà Nẵng,,6,17.14,Xe ViP,Mưa,0.402657,0.879555,21,1,89.59,Chiều,1.91
Đà Nẵng,,4,10.68,Ô Tô 4 Chỗ,Mưa,0.82361,0.52043,22,0,89.2,Cao điểm Tối,2.02
Hồ Chí Minh,,5,9.68,Xe ViP,Mưa Bão,0.690661,0.524389,10,1,91.79,Chiều,1.12
Đà Nẵng,,6,13.99,Ô Tô 4 Chỗ,Nắng,0.773034,0.42384,12,1,93.94,Cao điểm Tối,1.1
Hải Phòng,,0,11.6,Xe Máy,Mưa Bão,0.678435,0.415903,0,0,87,Chiều,1.32
Hà Nội,,2,3.84,Xe Máy,Mưa,0.64568,0.503655,8,0,93.53,Chiều,1.14
Cần Thơ,,0,3.21,Xe ViP,Nắng,0.534838,0.71129,7,0,93.99,Cao điểm Sáng,1.44
Hà Nội,,2,14.64,Xe ViP,Mưa,0.531732,0.868017,16,0,89.14,Đêm,1.79
Đà Nẵng,,6,11.51,Xe Máy,Mưa,0.472141,0.413628,14,1,92.94,Chiều,1.33
Hồ Chí Minh,,0,6.65,Ô Tô 4 Chỗ,Mưa,0.517617,0.906562,5,0,94.85,Đêm,1.84
Hồ Chí Minh,,6,18.52,Xe Máy,Mưa Bão,0.63481,0.850978,10,1,98.9,Cao điểm Tối,1.87
Cần Thơ,,4,5.93,Xe Máy,Mưa Bão,0.725003,0.698256,2,0,83.92,Cao điểm Sáng,2.15
Cần Thơ,,0,15.57,Xe Máy,Nắng,0.792956,0.796729,9,0,90.22,Đêm,1.01
Đà Nẵng,,2,11.58,Xe Máy,Mưa,0.64818,0.71429,13,0,94.02,Chiều,1.36
Cần Thơ,,4,16.86,Xe Máy,Mưa Bão,0.367275,0.448644,22,0,92.37,Cao điểm Tối,2.3
Cần Thơ,,6,11.14,Ô Tô 4 Chỗ,Mưa Bão,0.423085,0.796489,22,1,95.55,Cao điểm Sáng,2.13
Hà Nội,,6,19.79,Xe ViP,Mưa,0.391325,0.721235,23,1,83.93,Cao điểm Sáng,2.37
Hải Phòng,,2,16.54,Ô Tô 4 Chỗ,Mưa,0.466788,0.789347,21,0,91.31,Cao điểm Tối,2.66
Hà Nội,,0,12.56,Ô Tô 4 Chỗ,Mưa Bão,0.351086,0.741007,10,0,92.7,Cao điểm Tối,2.2
Cần Thơ,,1,18.05,Xe ViP,Nắng,0.466149,0.830429,18,0,95.01,Chiều,1.55
Hà Nội,,2,13.45,Xe Máy,Mưa Bão,0.308279,0.977453,20,0,89.22,Cao điểm Tối,3.49
Đà Nẵng,,4,4.08,Xe Máy,Nhiều Mây,0.853257,0.779057,22,0,97.95,Cao điểm Tối,1.11
Hồ Chí Minh,,3,4.33,Xe Máy,Mưa Bão,0.975469,0.608551,2,0,90.16,Cao điểm Tối,2.42
Hà Nội,,1,16.56,Ô Tô 4 Chỗ,Mưa Bão,0.867181,0.955812,3,0,87.67,Chiều,1.26
Hồ Chí Minh,,2,13.48,Xe ViP,Mưa,0.602284,0.893869,16,0,87.88,Cao điểm Tối,2.54
Hà Nội,,0,9.25,Xe ViP,Nhiều Mây,0.255013,0.535847,2,0,89.16,Cao điểm Tối,1.61
Đà Nẵng,,5,11.93,Xe ViP,Nhiều Mây,0.403686,0.767585,21,1,91.82,Đêm,1.31
Hồ Chí Minh,,5,2.26,Ô Tô 4 Chỗ,Nhiều Mây,0.765453,0.93185,20,1,96.84,Chiều,1.25
Hà Nội,,1,2.66,Ô Tô 4 Chỗ,Mưa,0.741434,0.891564,20,0,89.3,Đêm,1.51
Hồ Chí Minh,,5,17.1,Xe Máy,Mưa Bão,0.748162,0.753603,13,1,91.33,Chiều,1.39
Đà Nẵng,,2,2.81,Ô Tô 4 Chỗ,Nắng,0.991652,0.406512,19,0,92.67,Đêm,1
Hà Nội,,4,1.71,Ô Tô 4 Chỗ,Nhiều Mây,0.41588,0.977528,15,0,86.01,Cao điểm Tối,2.09
Hồ Chí Minh,,2,11.32,Ô Tô 4 Chỗ,Nắng,0.936255,0.908545,2,0,88.06,Cao điểm Sáng,1.28
Cần Thơ,,3,17.22,Xe Máy,Nắng,0.910667,0.741348,15,0,86.29,Đêm,1
Đà Nẵng,,5,9.74,Xe ViP,Nắng,0.465989,0.422144,11,1,85.61,Đêm,1
Đà Nẵng,,1,0.93,Ô Tô 4 Chỗ,Nhiều Mây,0.624301,0.562596,20,0,91.06,Chiều,1
Hồ Chí Minh,,6,13.32,Ô Tô 4 Chỗ,Nắng,0.499444,0.425412,3,1,94.99,Đêm,1
Hà Nội,,4,3.29,Ô Tô 4 Chỗ,Mưa,0.580389,0.766464,22,0,84.59,Cao điểm Sáng,1.83
Hà Nội,,2,1.69,Xe Máy,Nắng,0.433624,0.548574,19,0,90.04,Chiều,1.17
Hà Nội,,3,11.95,Ô Tô 4 Chỗ,Mưa,0.958331,0.956023,18,0,91.02,Chiều,1.17
Cần Thơ,,3,9.07,Ô Tô 4 Chỗ,Nhiều Mây,0.266082,0.635871,17,0,89.02,Đêm,1.55
Cần Thơ,,4,18.47,Ô Tô 4 Chỗ,Nắng,0.899764,0.831866,17,0,87.86,Cao điểm Tối,1.32
Hải Phòng,,2,4.91,Xe ViP,Nhiều Mây,0.896605,0.591477,3,0,94.6,Cao điểm Tối,1.38
Hải Phòng,,1,6.67,Xe ViP,Mưa,0.63736,0.763096,20,0,95.75,Cao điểm Sáng,2.47
Hồ Chí Minh,,5,19.64,Ô Tô 4 Chỗ,Nhiều Mây,0.565632,0.450531,18,1,97.16,Chiều,1
Hồ Chí Minh,,2,2.05,Ô Tô 4 Chỗ,Nắng,0.802143,0.653191,17,0,90.74,Cao điểm Tối,1.35
Hải Phòng,,6,8.02,Ô Tô 4 Chỗ,Nắng,0.693417,0.940514,22,1,88.3,Đêm,1.29
Hải Phòng,,1,12.01,Ô Tô 4 Chỗ,Mưa,0.431533,0.730206,23,0,91.45,Chiều,1.56
Đà Nẵng,,4,19.75,Xe ViP,Nắng,0.917457,0.931076,10,0,94.06,Đêm,1.02
Hồ Chí Minh,,2,17.41,Xe ViP,Mưa Bão,0.656246,0.45722,2,0,93.32,Đêm,1.2
Hải Phòng,,2,14.04,Ô Tô 4 Chỗ,Nắng,0.705905,0.500529,21,0,97.62,Chiều,1
Cần Thơ,,1,0.85,Xe ViP,Mưa Bão,0.943802,0.736009,15,0,87.67,Đêm,1.22
Hồ Chí Minh,,3,19.86,Xe ViP,Mưa,0.776905,0.7213,20,0,94.97,Cao điểm Tối,2.48
Hà Nội,,2,13.06,Xe Máy,Mưa,0.784048,0.528944,8,0,95.5,Đêm,1.38
Hà Nội,,1,2.93,Ô Tô 4 Chỗ,Mưa Bão,0.546877,0.790708,22,0,86.95,Cao điểm Sáng,2.23
Hồ Chí Minh,,4,16.87,Ô Tô 4 Chỗ,Nắng,0.517931,0.725601,10,0,95.23,Cao điểm Tối,1.48
Đà Nẵng,,1,10.04,Xe Máy,Nắng,0.508343,0.685271,18,0,88.97,Đêm,1.27
Cần Thơ,,4,12.26,Ô Tô 4 Chỗ,Nắng,0.352681,0.763455,2,0,87.58,Đêm,1.62
Đà Nẵng,,5,10.15,Ô Tô 4 Chỗ,Mưa,0.629032,0.470108,20,1,87.11,Đêm,1.29
Hải Phòng,,3,16.93,Xe ViP,Nhiều Mây,0.918448,0.425397,22,0,89.64,Đêm,1
Cần Thơ,,4,9.54,Xe Máy,Mưa Bão,0.549428,0.508665,12,0,93.45,Cao điểm Tối,1.75
Hải Phòng,,5,19.26,Xe Máy,Mưa,0.892538,0.77825,14,1,87.07,Cao điểm Tối,2.09
Cần Thơ,,0,11.95,Xe Máy,Nhiều Mây,0.920405,0.726934,23,0,91.03,Chiều,1
Hồ Chí Minh,,6,4.14,Xe Máy,Mưa Bão,0.248287,0.769313,13,1,85,Cao điểm Sáng,2.4
Hồ Chí Minh,,6,10.47,Xe ViP,Nhiều Mây,0.895027,0.636197,3,1,93.48,Cao điểm Sáng,1.15
Hà Nội,,5,6.4,Xe ViP,Nhiều Mây,0.675599,0.490327,7,1,89.59,Cao điểm Tối,1.38
Hồ Chí Minh,,3,14.91,Xe Máy,Mưa Bão,0.809245,0.650921,23,0,87.45,Đêm,1.31
Hồ Chí Minh,,3,1.83,Xe Máy,Nhiều Mây,0.479951,0.646073,10,0,88.04,Đêm,1.25
Cần Thơ,,5,19.57,Xe ViP,Mưa,0.368885,0.696054,10,1,91.18,Chiều,1.72
Đà Nẵng,,1,17.5,Xe Máy,Mưa Bão,0.548547,0.865743,4,0,95.3,Đêm,1.85
Hà Nội,,4,15.39,Xe Máy,Nhiều Mây,0.599533,0.434455,18,0,92.18,Cao điểm Sáng,1.15
Hà Nội,,3,8.23,Xe ViP,Nắng,0.77512,0.605746,12,0,83.33,Cao điểm Sáng,1.19
Cần Thơ,,0,15.98,Xe Máy,Mưa Bão,0.269104,0.655493,10,0,99.27,Đêm,1.75
Cần Thơ,,5,9.79,Ô Tô 4 Chỗ,Nhiều Mây,0.840416,0.927286,8,1,96.49,Chiều,1.05
Cần Thơ,,2,12.54,Xe Máy,Mưa Bão,0.886355,0.521143,13,0,91.44,Chiều,1.17
Cần Thơ,,0,2.9,Xe Máy,Nhiều Mây,0.980738,0.877845,5,0,87.39,Cao điểm Tối,1.27
Đà Nẵng,,4,17.08,Xe Máy,Mưa Bão,0.684057,0.762624,17,0,88.72,Cao điểm Sáng,2.28
Hà Nội,,6,5,Xe ViP,Mưa,0.65933,0.696111,8,1,94.28,Đêm,1.23
Hồ Chí Minh,,0,12.08,Xe ViP,Nhiều Mây,0.351203,0.961705,11,0,93.36,Cao điểm Tối,2.06
Đà Nẵng,,5,15.41,Xe ViP,Mưa Bão,0.830888,0.916212,23,1,85.69,Cao điểm Sáng,1.92
Đà Nẵng,,0,13.94,Ô Tô 4 Chỗ,Mưa Bão,0.55102,0.953907,22,0,85.1,Đêm,1.81
